# sample: 7_ITO
# blocks: 30 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,F_s1,F_s1,F_s1,F_s2,F_s2,F_s2,F_s3,F_s3,F_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
,,,-0.3,-8.002e-07,1758000000,-2.6,-0.0002653,1758000000,,,,-0.3,-1.376e-05,1758000000,-2.6,-0.0001195,1758000000,,,,-0.3,-5.536e-05,1758000000,-2.6,-0.0004798,1758000000,,,,-0.3,-1.64e-05,1758000000,-2.6,-0.0001422,1758000000,,,,-0.3,-1.975e-05,1758000000,-2.6,-0.0001714,1758000000,,,,-0.3,-3.334e-05,1758000000,-2.6,-0.0004253,1758000000,,,,-0.3,-5.157e-05,1758000000,-2.6,-0.0004905,1758000000,,,,-0.3,-2.39e-05,1758000000,-2.6,-0.0002089,1758000000,,,,-0.3,-6.513e-05,1758000000,-2.6,-0.0005651,1758000000,,,,-0.3,-2.337e-05,1758000000,-2.6,-0.0002025,1758000000
,,,-0.4,-2.099e-06,1758000000,-2.8,-0.0002854,1758000000,,,,-0.4,-1.835e-05,1758000000,-2.8,-0.0001287,1758000000,,,,-0.4,-7.382e-05,1758000000,-2.8,-0.0005168,1758000000,,,,-0.4,-2.187e-05,1758000000,-2.8,-0.0001531,1758000000,,,,-0.4,-2.636e-05,1758000000,-2.8,-0.0001848,1758000000,,,,-0.4,-4.515e-05,1758000000,-2.8,-0.000459,1758000000,,,,-0.4,-6.98e-05,1758000000,-2.8,-0.0005297,1758000000,,,,-0.4,-3.19e-05,1758000000,-2.8,-0.0002251,1758000000,,,,-0.4,-8.686e-05,1758000000,-2.8,-0.0006086,1758000000,,,,-0.4,-3.116e-05,1758000000,-2.8,-0.000218,1758000000
,,,-0.5,-4.036e-06,1758000000,-3,-0.0003052,1758000000,,,,-0.5,-2.295e-05,1758000000,-3,-0.0001379,1758000000,,,,-0.5,-9.228e-05,1758000000,-3,-0.0005536,1758000000,,,,-0.5,-2.733e-05,1758000000,-3,-0.000164,1758000000,,,,-0.5,-3.298e-05,1758000000,-3,-0.0001981,1758000000,,,,-0.5,-5.693e-05,1758000000,-3,-0.0004935,1758000000,,,,-0.5,-8.75e-05,1758000000,-3,-0.0005691,1758000000,,,,-0.5,-3.994e-05,1758000000,-3,-0.0002411,1758000000,,,,-0.5,-0.0001086,1758000000,-3,-0.0006523,1758000000,,,,-0.5,-3.896e-05,1758000000,-3,-0.0002336,1758000000
,,,-0.6,-6.669e-06,1758000000,-3.2,-0.0003215,1758000000,,,,-0.6,-2.756e-05,1758000000,-3.2,-0.0001471,1758000000,,,,-0.6,-0.0001107,1758000000,-3.2,-0.0005905,1758000000,,,,-0.6,-3.28e-05,1758000000,-3.2,-0.000175,1758000000,,,,-0.6,-3.959e-05,1758000000,-3.2,-0.0002115,1758000000,,,,-0.6,-6.898e-05,1758000000,-3.2,-0.0005282,1758000000,,,,-0.6,-0.0001043,1758000000,-3.2,-0.0006097,1758000000,,,,-0.6,-4.794e-05,1758000000,-3.2,-0.0002577,1758000000,,,,-0.6,-0.0001303,1758000000,-3.2,-0.0006958,1758000000,,,,-0.6,-4.675e-05,1758000000,-3.2,-0.0002492,1758000000
,,,-0.7,-9.325e-06,1758000000,-3.4,-0.0003353,1758000000,,,,-0.7,-3.214e-05,1758000000,-3.4,-0.0001564,1758000000,,,,-0.7,-0.0001292,1758000000,-3.4,-0.0006274,1758000000,,,,-0.7,-3.827e-05,1758000000,-3.4,-0.0001859,1758000000,,,,-0.7,-4.623e-05,1758000000,-3.4,-0.0002249,1758000000,,,,-0.7,-8.118e-05,1758000000,-3.4,-0.0005632,1758000000,,,,-0.7,-0.0001219,1758000000,-3.4,-0.0006494,1758000000,,,,-0.7,-5.591e-05,1758000000,-3.4,-0.000274,1758000000,,,,-0.7,-0.000152,1758000000,-3.4,-0.0007394,1758000000,,,,-0.7,-5.454e-05,1758000000,-3.4,-0.0002647,1758000000
,,,-0.8,-5.883e-05,1758000000,-3.6,-0.0003478,1758000000,,,,-0.8,-3.672e-05,1758000000,-3.6,-0.0001657,1758000000,,,,-0.8,-0.0001477,1758000000,-3.6,-0.0006644,1758000000,,,,-0.8,-4.374e-05,1758000000,-3.6,-0.0001969,1758000000,,,,-0.8,-5.29e-05,1758000000,-3.6,-0.0002384,1758000000,,,,-0.8,-9.483e-05,1758000000,-3.6,-0.0005978,1758000000,,,,-0.8,-0.0001382,1758000000,-3.6,-0.0006894,1758000000,,,,-0.8,-6.39e-05,1758000000,-3.6,-0.0002903,1758000000,,,,-0.8,-0.0001738,1758000000,-3.6,-0.000783,1758000000,,,,-0.8,-6.233e-05,1758000000,-3.6,-0.0002803,1758000000
,,,-0.9,-6.503e-05,1758000000,-3.8,-0.0003593,1758000000,,,,-0.9,-4.132e-05,1758000000,-3.8,-0.0001749,1758000000,,,,-0.9,-0.0001661,1758000000,-3.8,-0.0007013,1758000000,,,,-0.9,-4.921e-05,1758000000,-3.8,-0.0002078,1758000000,,,,-0.9,-5.944e-05,1758000000,-3.8,-0.0002518,1758000000,,,,-0.9,-0.0001099,1758000000,-3.8,-0.0006324,1758000000,,,,-0.9,-0.0001543,1758000000,-3.8,-0.0007282,1758000000,,,,-0.9,-7.193e-05,1758000000,-3.8,-0.0003067,1758000000,,,,-0.9,-0.0001955,1758000000,-3.8,-0.0008268,1758000000,,,,-0.9,-7.012e-05,1758000000,-3.8,-0.0002959,1758000000
,,,-1,-7.185e-05,1758000000,-4,-0.0003712,1758000000,,,,-1,-4.592e-05,1758000000,-4,-0.0001841,1758000000,,,,-1,-0.0001846,1758000000,-4,-0.0007382,1758000000,,,,-1,-5.468e-05,1758000000,-4,-0.0002188,1758000000,,,,-1,-6.61e-05,1758000000,-4,-0.0002654,1758000000,,,,-1,-0.000124,1758000000,-4,-0.0006676,1758000000,,,,-1,-0.0001765,1758000000,-4,-0.0007681,1758000000,,,,-1,-7.994e-05,1758000000,-4,-0.000323,1758000000,,,,-1,-0.0002173,1758000000,-4,-0.0008703,1758000000,,,,-1,-7.79e-05,1758000000,-4,-0.0003115,1758000000
,,,-1.1,-7.806e-05,1758000000,-4.2,-0.0003783,1758000000,,,,-1.1,-5.049e-05,1758000000,-4.2,-0.0001933,1758000000,,,,-1.1,-0.000203,1758000000,-4.2,-0.0007751,1758000000,,,,-1.1,-6.014e-05,1758000000,-4.2,-0.0002297,1758000000,,,,-1.1,-7.27e-05,1758000000,-4.2,-0.0002789,1758000000,,,,-1.1,-0.0001379,1758000000,-4.2,-0.0007033,1758000000,,,,-1.1,-0.0001938,1758000000,-4.2,-0.0008083,1758000000,,,,-1.1,-8.799e-05,1758000000,-4.2,-0.0003395,1758000000,,,,-1.1,-0.000239,1758000000,-4.2,-0.0009139,1758000000,,,,-1.1,-8.569e-05,1758000000,-4.2,-0.0003271,1758000000
,,,-1.2,-8.982e-05,1758000000,-4.4,-0.00039,1758000000,,,,-1.2,-5.509e-05,1758000000,-4.4,-0.0002025,1758000000,,,,-1.2,-0.0002215,1758000000,-4.4,-0.000812,1758000000,,,,-1.2,-6.561e-05,1758000000,-4.4,-0.0002407,1758000000,,,,-1.2,-7.938e-05,1758000000,-4.4,-0.0002923,1758000000,,,,-1.2,-0.0001534,1758000000,-4.4,-0.0007384,1758000000,,,,-1.2,-0.0002133,1758000000,-4.4,-0.0008482,1758000000,,,,-1.2,-9.608e-05,1758000000,-4.4,-0.0003558,1758000000,,,,-1.2,-0.0002608,1758000000,-4.4,-0.0009576,1758000000,,,,-1.2,-9.349e-05,1758000000,-4.4,-0.0003426,1758000000
,,,-1.3,-9.957e-05,1758000000,-4.6,-0.000403,1758000000,,,,-1.3,-5.965e-05,1758000000,-4.6,-0.0002118,1758000000,,,,-1.3,-0.0002399,1758000000,-4.6,-0.0008489,1758000000,,,,-1.3,-7.108e-05,1758000000,-4.6,-0.0002516,1758000000,,,,-1.3,-8.61e-05,1758000000,-4.6,-0.0003057,1758000000,,,,-1.3,-0.0001685,1758000000,-4.6,-0.0007716,1758000000,,,,-1.3,-0.0002344,1758000000,-4.6,-0.0008909,1758000000,,,,-1.3,-0.0001041,1758000000,-4.6,-0.0003724,1758000000,,,,-1.3,-0.0002825,1758000000,-4.6,-0.001001,1758000000,,,,-1.3,-0.0001013,1758000000,-4.6,-0.0003582,1758000000
,,,-1.4,-0.0001265,1758000000,-4.8,-0.0004136,1758000000,,,,-1.4,-6.428e-05,1758000000,-4.8,-0.000221,1758000000,,,,-1.4,-0.0002584,1758000000,-4.8,-0.0008858,1758000000,,,,-1.4,-7.655e-05,1758000000,-4.8,-0.0002625,1758000000,,,,-1.4,-9.281e-05,1758000000,-4.8,-0.0003193,1758000000,,,,-1.4,-0.0001859,1758000000,-4.8,-0.0008058,1758000000,,,,-1.4,-0.0002463,1758000000,-4.8,-0.0009298,1758000000,,,,-1.4,-0.0001123,1758000000,-4.8,-0.0003886,1758000000,,,,-1.4,-0.0003043,1758000000,-4.8,-0.001045,1758000000,,,,-1.4,-0.0001091,1758000000,-4.8,-0.0003738,1758000000
,,,-1.5,-0.0001344,1758000000,-5,-0.0004293,1758000000,,,,-1.5,-6.888e-05,1758000000,-5,-0.0002303,1758000000,,,,-1.5,-0.0002769,1758000000,-5,-0.0009227,1758000000,,,,-1.5,-8.202e-05,1758000000,-5,-0.0002735,1758000000,,,,-1.5,-9.94e-05,1758000000,-5,-0.0003329,1758000000,,,,-1.5,-0.0002008,1758000000,-5,-0.0008458,1758000000,,,,-1.5,-0.0002623,1758000000,-5,-0.0009676,1758000000,,,,-1.5,-0.0001203,1758000000,-5,-0.0004049,1758000000,,,,-1.5,-0.000326,1758000000,-5,-0.001089,1758000000,,,,-1.5,-0.0001169,1758000000,-5,-0.0003894,1758000000
,,,-1.6,-0.0001426,1758000000,-4.8,-0.0004106,1758000000,,,,-1.6,-7.35e-05,1758000000,-4.8,-0.0002211,1758000000,,,,-1.6,-0.0002953,1758000000,-4.8,-0.0008858,1758000000,,,,-1.6,-8.749e-05,1758000000,-4.8,-0.0002625,1758000000,,,,-1.6,-0.0001061,1758000000,-4.8,-0.0003195,1758000000,,,,-1.6,-0.0002172,1758000000,-4.8,-0.0008115,1758000000,,,,-1.6,-0.0002811,1758000000,-4.8,-0.0009307,1758000000,,,,-1.6,-0.0001284,1758000000,-4.8,-0.0003887,1758000000,,,,-1.6,-0.0003478,1758000000,-4.8,-0.001045,1758000000,,,,-1.6,-0.0001247,1758000000,-4.8,-0.0003738,1758000000
,,,-1.7,-0.0001481,1758000000,-4.6,-0.0003901,1758000000,,,,-1.7,-7.811e-05,1758000000,-4.6,-0.0002119,1758000000,,,,-1.7,-0.0003138,1758000000,-4.6,-0.0008489,1758000000,,,,-1.7,-9.296e-05,1758000000,-4.6,-0.0002516,1758000000,,,,-1.7,-0.0001127,1758000000,-4.6,-0.0003063,1758000000,,,,-1.7,-0.000233,1758000000,-4.6,-0.0007766,1758000000,,,,-1.7,-0.0002991,1758000000,-4.6,-0.0008893,1758000000,,,,-1.7,-0.0001364,1758000000,-4.6,-0.0003724,1758000000,,,,-1.7,-0.0003696,1758000000,-4.6,-0.001001,1758000000,,,,-1.7,-0.0001325,1758000000,-4.6,-0.0003583,1758000000
,,,-1.8,-0.0001593,1758000000,-4.4,-0.0003668,1758000000,,,,-1.8,-8.272e-05,1758000000,-4.4,-0.0002026,1758000000,,,,-1.8,-0.0003322,1758000000,-4.4,-0.000812,1758000000,,,,-1.8,-9.842e-05,1758000000,-4.4,-0.0002406,1758000000,,,,-1.8,-0.0001195,1758000000,-4.4,-0.000293,1758000000,,,,-1.8,-0.0002498,1758000000,-4.4,-0.0007422,1758000000,,,,-1.8,-0.0003118,1758000000,-4.4,-0.0008493,1758000000,,,,-1.8,-0.0001446,1758000000,-4.4,-0.0003561,1758000000,,,,-1.8,-0.0003913,1758000000,-4.4,-0.0009577,1758000000,,,,-1.8,-0.0001402,1758000000,-4.4,-0.0003427,1758000000
,,,-1.9,-0.0001731,1758000000,-4.2,-0.0003497,1758000000,,,,-1.9,-8.732e-05,1758000000,-4.2,-0.0001934,1758000000,,,,-1.9,-0.0003507,1758000000,-4.2,-0.0007751,1758000000,,,,-1.9,-0.0001039,1758000000,-4.2,-0.0002297,1758000000,,,,-1.9,-0.0001261,1758000000,-4.2,-0.0002797,1758000000,,,,-1.9,-0.0002686,1758000000,-4.2,-0.0007062,1758000000,,,,-1.9,-0.0003242,1758000000,-4.2,-0.0008112,1758000000,,,,-1.9,-0.0001527,1758000000,-4.2,-0.0003399,1758000000,,,,-1.9,-0.0004131,1758000000,-4.2,-0.0009142,1758000000,,,,-1.9,-0.000148,1758000000,-4.2,-0.0003271,1758000000
,,,-2,-0.0001853,1758000000,-4,-0.0003296,1758000000,,,,-2,-9.195e-05,1758000000,-4,-0.0001842,1758000000,,,,-2,-0.0003691,1758000000,-4,-0.0007382,1758000000,,,,-2,-0.0001094,1758000000,-4,-0.0002188,1758000000,,,,-2,-0.0001329,1758000000,-4,-0.0002663,1758000000,,,,-2,-0.0002873,1758000000,-4,-0.0006719,1758000000,,,,-2,-0.000339,1758000000,-4,-0.0007719,1758000000,,,,-2,-0.0001608,1758000000,-4,-0.0003236,1758000000,,,,-2,-0.0004349,1758000000,-4,-0.0008706,1758000000,,,,-2,-0.0001558,1758000000,-4,-0.0003115,1758000000
,,,-2.1,-0.000189,1758000000,-3.8,-0.0003158,1758000000,,,,-2.1,-9.653e-05,1758000000,-3.8,-0.000175,1758000000,,,,-2.1,-0.0003875,1758000000,-3.8,-0.0007013,1758000000,,,,-2.1,-0.0001148,1758000000,-3.8,-0.0002079,1758000000,,,,-2.1,-0.0001396,1758000000,-3.8,-0.0002531,1758000000,,,,-2.1,-0.0003042,1758000000,-3.8,-0.0006368,1758000000,,,,-2.1,-0.0003665,1758000000,-3.8,-0.0007316,1758000000,,,,-2.1,-0.000169,1758000000,-3.8,-0.0003074,1758000000,,,,-2.1,-0.0004566,1758000000,-3.8,-0.0008269,1758000000,,,,-2.1,-0.0001636,1758000000,-3.8,-0.000296,1758000000
,,,-2.2,-0.0002085,1758000000,-3.6,-0.0003016,1758000000,,,,-2.2,-0.0001011,1758000000,-3.6,-0.0001657,1758000000,,,,-2.2,-0.0004059,1758000000,-3.6,-0.0006644,1758000000,,,,-2.2,-0.0001203,1758000000,-3.6,-0.0001969,1758000000,,,,-2.2,-0.0001462,1758000000,-3.6,-0.0002397,1758000000,,,,-2.2,-0.0003211,1758000000,-3.6,-0.0006031,1758000000,,,,-2.2,-0.0003927,1758000000,-3.6,-0.0006914,1758000000,,,,-2.2,-0.0001771,1758000000,-3.6,-0.000291,1758000000,,,,-2.2,-0.0004783,1758000000,-3.6,-0.0007836,1758000000,,,,-2.2,-0.0001713,1758000000,-3.6,-0.0002804,1758000000
,,,-2.3,-0.0002182,1758000000,-3.4,-0.0002845,1758000000,,,,-2.3,-0.0001058,1758000000,-3.4,-0.0001564,1758000000,,,,-2.3,-0.0004244,1758000000,-3.4,-0.0006275,1758000000,,,,-2.3,-0.0001258,1758000000,-3.4,-0.000186,1758000000,,,,-2.3,-0.0001531,1758000000,-3.4,-0.0002262,1758000000,,,,-2.3,-0.0003412,1758000000,-3.4,-0.000569,1758000000,,,,-2.3,-0.000407,1758000000,-3.4,-0.0006524,1758000000,,,,-2.3,-0.0001851,1758000000,-3.4,-0.0002746,1758000000,,,,-2.3,-0.0005002,1758000000,-3.4,-0.0007398,1758000000,,,,-2.3,-0.0001791,1758000000,-3.4,-0.0002648,1758000000
,,,-2.4,-0.0002198,1758000000,-3.2,-0.0002687,1758000000,,,,-2.4,-0.0001104,1758000000,-3.2,-0.0001473,1758000000,,,,-2.4,-0.0004429,1758000000,-3.2,-0.0005906,1758000000,,,,-2.4,-0.0001312,1758000000,-3.2,-0.000175,1758000000,,,,-2.4,-0.0001597,1758000000,-3.2,-0.0002129,1758000000,,,,-2.4,-0.0003561,1758000000,-3.2,-0.0005346,1758000000,,,,-2.4,-0.0004287,1758000000,-3.2,-0.0006137,1758000000,,,,-2.4,-0.0001934,1758000000,-3.2,-0.0002585,1758000000,,,,-2.4,-0.000522,1758000000,-3.2,-0.0006963,1758000000,,,,-2.4,-0.0001869,1758000000,-3.2,-0.0002492,1758000000
,,,-2.5,-0.0002354,1758000000,-3,-0.0002508,1758000000,,,,-2.5,-0.000115,1758000000,-3,-0.000138,1758000000,,,,-2.5,-0.0004613,1758000000,-3,-0.0005537,1758000000,,,,-2.5,-0.0001367,1758000000,-3,-0.0001641,1758000000,,,,-2.5,-0.0001663,1758000000,-3,-0.0001995,1758000000,,,,-2.5,-0.0003736,1758000000,-3,-0.0005004,1758000000,,,,-2.5,-0.0004474,1758000000,-3,-0.0005747,1758000000,,,,-2.5,-0.0002015,1758000000,-3,-0.0002422,1758000000,,,,-2.5,-0.0005437,1758000000,-3,-0.0006528,1758000000,,,,-2.5,-0.0001947,1758000000,-3,-0.0002336,1758000000
,,,-2.6,-0.0002619,1758000000,-2.8,-0.0002325,1758000000,,,,-2.6,-0.0001196,1758000000,-2.8,-0.0001288,1758000000,,,,-2.6,-0.0004798,1758000000,-2.8,-0.0005168,1758000000,,,,-2.6,-0.0001422,1758000000,-2.8,-0.0001531,1758000000,,,,-2.6,-0.0001731,1758000000,-2.8,-0.0001862,1758000000,,,,-2.6,-0.000393,1758000000,-2.8,-0.000467,1758000000,,,,-2.6,-0.0004622,1758000000,-2.8,-0.0005351,1758000000,,,,-2.6,-0.0002097,1758000000,-2.8,-0.000226,1758000000,,,,-2.6,-0.0005656,1758000000,-2.8,-0.0006093,1758000000,,,,-2.6,-0.0002025,1758000000,-2.8,-0.0002181,1758000000
,,,-2.7,-0.0002694,1758000000,-2.6,-0.0002179,1758000000,,,,-2.7,-0.0001242,1758000000,-2.6,-0.0001196,1758000000,,,,-2.7,-0.0004983,1758000000,-2.6,-0.0004799,1758000000,,,,-2.7,-0.0001476,1758000000,-2.6,-0.0001422,1758000000,,,,-2.7,-0.0001799,1758000000,-2.6,-0.0001728,1758000000,,,,-2.7,-0.0004125,1758000000,-2.6,-0.0004327,1758000000,,,,-2.7,-0.0004806,1758000000,-2.6,-0.0004967,1758000000,,,,-2.7,-0.0002179,1758000000,-2.6,-0.0002096,1758000000,,,,-2.7,-0.0005873,1758000000,-2.6,-0.0005657,1758000000,,,,-2.7,-0.0002103,1758000000,-2.6,-0.0002025,1758000000
,,,-2.8,-0.0002781,1758000000,-2.4,-0.0002019,1758000000,,,,-2.8,-0.0001288,1758000000,-2.4,-0.0001104,1758000000,,,,-2.8,-0.0005167,1758000000,-2.4,-0.000443,1758000000,,,,-2.8,-0.0001531,1758000000,-2.4,-0.0001312,1758000000,,,,-2.8,-0.0001866,1758000000,-2.4,-0.0001596,1758000000,,,,-2.8,-0.0004315,1758000000,-2.4,-0.000399,1758000000,,,,-2.8,-0.0004973,1758000000,-2.4,-0.0004582,1758000000,,,,-2.8,-0.000226,1758000000,-2.4,-0.0001935,1758000000,,,,-2.8,-0.0006092,1758000000,-2.4,-0.0005221,1758000000,,,,-2.8,-0.0002181,1758000000,-2.4,-0.0001869,1758000000
,,,-2.9,-0.0002875,1758000000,-2.2,-0.0001849,1758000000,,,,-2.9,-0.0001335,1758000000,-2.2,-0.0001012,1758000000,,,,-2.9,-0.0005352,1758000000,-2.2,-0.000406,1758000000,,,,-2.9,-0.0001586,1758000000,-2.2,-0.0001203,1758000000,,,,-2.9,-0.0001933,1758000000,-2.2,-0.0001461,1758000000,,,,-2.9,-0.0004494,1758000000,-2.2,-0.000365,1758000000,,,,-2.9,-0.000512,1758000000,-2.2,-0.00042,1758000000,,,,-2.9,-0.0002343,1758000000,-2.2,-0.0001772,1758000000,,,,-2.9,-0.000631,1758000000,-2.2,-0.0004784,1758000000,,,,-2.9,-0.0002259,1758000000,-2.2,-0.0001713,1758000000
,,,-3,-0.0002953,1758000000,-2,-0.0001696,1758000000,,,,-3,-0.000138,1758000000,-2,-9.2e-05,1758000000,,,,-3,-0.0005536,1758000000,-2,-0.0003692,1758000000,,,,-3,-0.000164,1758000000,-2,-0.0001094,1758000000,,,,-3,-0.0002001,1758000000,-2,-0.0001328,1758000000,,,,-3,-0.0004688,1758000000,-2,-0.0003313,1758000000,,,,-3,-0.0005288,1758000000,-2,-0.0003813,1758000000,,,,-3,-0.0002423,1758000000,-2,-0.000161,1758000000,,,,-3,-0.0006528,1758000000,-2,-0.000435,1758000000,,,,-3,-0.0002336,1758000000,-2,-0.0001558,1758000000
,,,-2.9,-0.0002836,1758000000,-1.8,-0.0001527,1758000000,,,,-2.9,-0.0001334,1758000000,-1.8,-8.281e-05,1758000000,,,,-2.9,-0.0005352,1758000000,-1.8,-0.0003323,1758000000,,,,-2.9,-0.0001586,1758000000,-1.8,-9.845e-05,1758000000,,,,-2.9,-0.0001935,1758000000,-1.8,-0.0001195,1758000000,,,,-2.9,-0.0004526,1758000000,-1.8,-0.0002977,1758000000,,,,-2.9,-0.0005103,1758000000,-1.8,-0.0003423,1758000000,,,,-2.9,-0.0002341,1758000000,-1.8,-0.0001448,1758000000,,,,-2.9,-0.000631,1758000000,-1.8,-0.0003915,1758000000,,,,-2.9,-0.0002259,1758000000,-1.8,-0.0001403,1758000000
,,,-2.8,-0.0002697,1758000000,-1.6,-0.0001357,1758000000,,,,-2.8,-0.0001289,1758000000,-1.6,-7.358e-05,1758000000,,,,-2.8,-0.0005167,1758000000,-1.6,-0.0002954,1758000000,,,,-2.8,-0.0001531,1758000000,-1.6,-8.751e-05,1758000000,,,,-2.8,-0.0001868,1758000000,-1.6,-0.0001061,1758000000,,,,-2.8,-0.0004368,1758000000,-1.6,-0.0002641,1758000000,,,,-2.8,-0.0004939,1758000000,-1.6,-0.000304,1758000000,,,,-2.8,-0.0002259,1758000000,-1.6,-0.0001286,1758000000,,,,-2.8,-0.0006093,1758000000,-1.6,-0.000348,1758000000,,,,-2.8,-0.0002181,1758000000,-1.6,-0.0001247,1758000000
,,,-2.7,-0.0002518,1758000000,-1.4,-0.0001193,1758000000,,,,-2.7,-0.0001242,1758000000,-1.4,-6.439e-05,1758000000,,,,-2.7,-0.0004982,1758000000,-1.4,-0.0002584,1758000000,,,,-2.7,-0.0001476,1758000000,-1.4,-7.658e-05,1758000000,,,,-2.7,-0.0001801,1758000000,-1.4,-9.286e-05,1758000000,,,,-2.7,-0.0004194,1758000000,-1.4,-0.0002308,1758000000,,,,-2.7,-0.0004775,1758000000,-1.4,-0.0002657,1758000000,,,,-2.7,-0.0002177,1758000000,-1.4,-0.0001125,1758000000,,,,-2.7,-0.0005875,1758000000,-1.4,-0.0003045,1758000000,,,,-2.7,-0.0002103,1758000000,-1.4,-0.0001091,1758000000
,,,-2.6,-0.0002363,1758000000,-1.2,-0.0001031,1758000000,,,,-2.6,-0.0001196,1758000000,-1.2,-5.521e-05,1758000000,,,,-2.6,-0.0004798,1758000000,-1.2,-0.0002215,1758000000,,,,-2.6,-0.0001422,1758000000,-1.2,-6.563e-05,1758000000,,,,-2.6,-0.0001735,1758000000,-1.2,-7.956e-05,1758000000,,,,-2.6,-0.0004036,1758000000,-1.2,-0.0001977,1758000000,,,,-2.6,-0.0004693,1758000000,-1.2,-0.0002274,1758000000,,,,-2.6,-0.0002097,1758000000,-1.2,-9.633e-05,1758000000,,,,-2.6,-0.0005657,1758000000,-1.2,-0.000261,1758000000,,,,-2.6,-0.0002025,1758000000,-1.2,-9.352e-05,1758000000
,,,-2.5,-0.0002153,1758000000,-1,-8.656e-05,1758000000,,,,-2.5,-0.000115,1758000000,-1,-4.6e-05,1758000000,,,,-2.5,-0.0004613,1758000000,-1,-0.0001846,1758000000,,,,-2.5,-0.0001367,1758000000,-1,-5.469e-05,1758000000,,,,-2.5,-0.0001667,1758000000,-1,-6.626e-05,1758000000,,,,-2.5,-0.0003875,1758000000,-1,-0.0001643,1758000000,,,,-2.5,-0.0004495,1758000000,-1,-0.0001886,1758000000,,,,-2.5,-0.0002015,1758000000,-1,-8.027e-05,1758000000,,,,-2.5,-0.0005439,1758000000,-1,-0.0002174,1758000000,,,,-2.5,-0.0001947,1758000000,-1,-7.794e-05,1758000000
,,,-2.4,-0.0002151,1758000000,-0.8,-6.964e-05,1758000000,,,,-2.4,-0.0001104,1758000000,-0.8,-3.679e-05,1758000000,,,,-2.4,-0.0004429,1758000000,-0.8,-0.0001477,1758000000,,,,-2.4,-0.0001312,1758000000,-0.8,-4.375e-05,1758000000,,,,-2.4,-0.0001601,1758000000,-0.8,-5.299e-05,1758000000,,,,-2.4,-0.0003703,1758000000,-0.8,-0.0001314,1758000000,,,,-2.4,-0.0004257,1758000000,-0.8,-0.0001505,1758000000,,,,-2.4,-0.0001935,1758000000,-0.8,-6.416e-05,1758000000,,,,-2.4,-0.0005221,1758000000,-0.8,-0.0001739,1758000000,,,,-2.4,-0.0001869,1758000000,-0.8,-6.235e-05,1758000000
,,,-2.3,-0.0002046,1758000000,-0.6,-5.237e-05,1758000000,,,,-2.3,-0.0001058,1758000000,-0.6,-2.758e-05,1758000000,,,,-2.3,-0.0004244,1758000000,-0.6,-0.0001108,1758000000,,,,-2.3,-0.0001257,1758000000,-0.6,-3.281e-05,1758000000,,,,-2.3,-0.0001533,1758000000,-0.6,-3.97e-05,1758000000,,,,-2.3,-0.0003553,1758000000,-0.6,-9.834e-05,1758000000,,,,-2.3,-0.0004031,1758000000,-0.6,-0.0001128,1758000000,,,,-2.3,-0.0001854,1758000000,-0.6,-4.811e-05,1758000000,,,,-2.3,-0.0005003,1758000000,-0.6,-0.0001304,1758000000,,,,-2.3,-0.0001791,1758000000,-0.6,-4.676e-05,1758000000
,,,-2.2,-0.000194,1758000000,-0.4,-3.505e-05,1758000000,,,,-2.2,-0.0001012,1758000000,-0.4,-1.838e-05,1758000000,,,,-2.2,-0.000406,1758000000,-0.4,-7.384e-05,1758000000,,,,-2.2,-0.0001203,1758000000,-0.4,-2.187e-05,1758000000,,,,-2.2,-0.0001467,1758000000,-0.4,-2.646e-05,1758000000,,,,-2.2,-0.0003387,1758000000,-0.4,-6.559e-05,1758000000,,,,-2.2,-0.0003826,1758000000,-0.4,-7.5e-05,1758000000,,,,-2.2,-0.0001773,1758000000,-0.4,-3.206e-05,1758000000,,,,-2.2,-0.0004785,1758000000,-0.4,-8.694e-05,1758000000,,,,-2.2,-0.0001713,1758000000,-0.4,-3.117e-05,1758000000
